customer_id,Recency,Frequency,Monetary,ComplaintCnt,Tenure,AvgOrder,Segment_D4,cluster,cluster_name,Churn,churn_probability,churn,risk_level
C0288,170,0,9670,1,2059,0,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0289,2,8,14602,3,135,1825,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0290,121,1,24573,1,348,24573,G7 Hibernating,1,沉睡客戶,0,0.4403,0,Medium
C0291,11,4,16812,0,1452,4203,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0292,11,4,54229,0,366,13557,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0293,49,7,28533,0,2489,4076,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0294,102,1,17605,0,1218,17605,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0295,143,2,22170,2,1256,11085,G8 Lost,1,沉睡客戶,1,0.8762,1,High
C0296,62,5,57170,0,45,11434,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0297,78,3,45991,0,2113,15330,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0298,49,6,10969,0,2172,1828,G8 Lost,0,穩定中段,0,0.0,0,Low
C0299,9,7,15117,0,2276,2160,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0300,52,12,33940,0,1634,2828,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0301,8,10,31175,1,830,3118,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0302,45,8,11669,1,262,1459,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0303,35,5,41126,0,967,8225,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0304,16,8,13048,0,1644,1631,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0305,32,5,60638,1,376,12128,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0306,41,3,35264,0,190,11755,G8 Lost,3,流失高風險,0,0.0,0,Low
C0307,10,9,11022,0,674,1225,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0308,19,8,16809,0,239,2101,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0309,19,9,16605,0,72,1845,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0310,5,13,27226,0,1471,2094,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0311,13,8,21104,0,2242,2638,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0312,46,7,10918,0,1514,1560,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0313,54,3,9173,1,301,3058,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C0314,26,10,35750,1,1036,3575,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0315,27,4,29743,0,135,7436,G4 New/Promising,3,流失高風險,0,0.0273,0,Low
C0316,18,8,26209,0,1876,3276,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0317,52,3,29422,0,722,9807,G8 Lost,3,流失高風險,0,0.5553,1,Medium
C0318,18,6,15784,3,1180,2631,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0319,43,11,27689,1,2708,2517,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0320,29,9,143912,1,1773,15990,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0321,27,4,55392,1,2301,13848,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0322,129,3,19893,0,1068,6631,G8 Lost,0,穩定中段,0,0.0,0,Low
C0323,97,3,16876,3,2794,5625,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0324,43,3,3287,0,2153,1096,G8 Lost,0,穩定中段,0,0.0,0,Low
C0325,54,4,51436,1,1561,12859,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0326,7,7,42219,1,1750,6031,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0327,21,5,16636,0,1880,3327,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0328,59,6,8936,1,505,1489,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0329,46,6,10843,2,777,1807,G8 Lost,0,穩定中段,0,0.0,0,Low
C0330,11,5,33226,0,2068,6645,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0331,140,1,22867,0,1339,22867,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C0332,2,9,39502,0,2358,4389,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0333,50,4,25861,1,1591,6465,G8 Lost,3,流失高風險,0,0.0,0,Low
C0334,231,1,47893,1,225,47893,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0335,111,3,31530,2,2004,10510,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0336,4,13,43484,0,1841,3345,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0337,70,0,5638,0,1113,0,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0338,8,11,10259,0,2377,933,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0339,204,1,18863,1,1071,18863,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0340,26,8,51829,0,370,6479,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0341,254,0,90796,0,390,0,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0342,44,6,21699,1,2707,3616,G8 Lost,0,穩定中段,0,0.0,0,Low
C0343,30,4,15865,0,1146,3966,G8 Lost,0,穩定中段,0,0.0,0,Low
C0344,65,11,6195,0,1261,563,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0345,33,5,44556,1,937,8911,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0346,345,1,16562,3,2221,16562,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0347,334,1,193075,0,1828,193075,G3 Big Spenders,1,沉睡客戶,1,0.2923,0,Low
C0348,241,1,14507,2,2700,14507,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0349,344,1,106265,1,2686,106265,G3 Big Spenders,1,沉睡客戶,0,0.9742,1,High
C0350,13,8,41104,0,2969,5138,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0351,26,8,11852,1,1007,1482,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0352,56,4,28638,0,1764,7160,G8 Lost,3,流失高風險,0,0.0,0,Low
C0353,45,6,41771,2,1059,6962,G8 Lost,3,流失高風險,0,0.0,0,Low
C0354,94,2,20792,1,2121,10396,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0355,328,1,43765,1,2252,43765,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0356,43,6,43095,0,777,7182,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0357,71,3,36954,0,2583,12318,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0358,356,0,24064,1,891,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0359,5,9,10695,0,2950,1188,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0360,24,4,23069,0,2556,5767,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0361,13,12,27536,1,83,2295,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0362,89,5,6547,0,1212,1309,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0363,10,4,27405,1,1183,6851,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0364,57,7,22748,0,2472,3250,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0365,102,3,9822,0,2181,3274,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0366,6,8,19281,0,180,2410,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0367,43,9,19569,0,2526,2174,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0368,117,2,94002,4,678,47001,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0369,23,10,28398,0,1128,2840,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0370,22,12,50273,0,535,4189,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0371,30,8,22416,0,497,2802,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0372,9,5,6557,1,1595,1311,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0373,234,3,38974,0,281,12991,G8 Lost,1,沉睡客戶,0,0.2923,0,Low
C0374,140,3,15356,0,269,5119,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C0375,108,5,19246,1,2363,3849,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0376,132,0,11648,1,1051,0,G8 Lost,1,沉睡客戶,0,0.8762,1,High
C0377,15,15,25615,0,1955,1708,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0378,60,4,51309,0,2959,12827,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0379,196,3,46766,2,181,15589,G3 Big Spenders,1,沉睡客戶,0,0.8706,1,High
C0380,98,7,73890,0,2388,10556,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0381,22,8,81599,0,355,10200,G1 VIP(Champions),3,流失高風險,0,0.0273,0,Low
C0382,30,7,5813,0,2288,830,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0383,140,2,10556,0,938,5278,G8 Lost,0,穩定中段,0,0.0,0,Low
C0384,34,8,6866,0,431,858,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0385,15,9,37887,1,709,4210,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0386,14,6,14986,1,1112,2498,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0387,216,2,17285,2,2197,8642,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0388,157,2,20918,0,2051,10459,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0389,9,8,31818,0,2194,3977,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0390,54,3,8607,1,94,2869,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C0391,118,2,10085,0,2926,5042,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0392,1,8,24365,0,1318,3046,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0393,25,8,56338,0,360,7042,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0394,61,4,23914,1,2787,5978,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0395,102,1,13986,1,2384,13986,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0396,183,0,5411,0,274,0,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0397,15,9,47423,1,1327,5269,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0398,3,8,14543,0,2721,1818,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0399,162,2,10903,4,2057,5452,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0400,36,6,7327,0,607,1221,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0401,12,10,8890,0,2110,889,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0402,19,4,12421,3,591,3105,G5 Potential Loyalists,0,穩定中段,1,0.4523,0,Medium
C0403,64,5,20595,1,1074,4119,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0404,1,6,10445,0,610,1741,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C0405,354,0,27722,2,2089,0,G8 Lost,1,沉睡客戶,0,0.9742,1,High
C0406,1,9,20486,1,2795,2276,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0407,43,8,115312,0,162,14414,G2 Loyal,3,流失高風險,0,0.0273,0,Low
C0408,3,9,206581,1,1823,22953,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0409,14,12,27256,1,767,2271,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0410,26,8,27496,0,2259,3437,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0411,98,2,11833,0,443,5916,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0412,10,11,26021,0,1118,2366,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0413,168,2,41719,3,641,20860,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0414,98,2,26044,1,2623,13022,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0415,4,7,64159,0,275,9166,G1 VIP(Champions),3,流失高風險,0,0.0273,0,Low
C0416,0,11,5301,1,1758,482,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0417,8,2,13500,2,387,6750,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0418,44,7,68360,0,1811,9766,G2 Loyal,3,流失高風險,0,0.0,0,Low
C0419,278,2,46093,0,2310,23046,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0420,16,4,35538,0,2264,8884,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0421,63,5,57714,0,129,11543,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0422,4,5,6364,0,2327,1273,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0423,70,5,42486,0,911,8497,G6 At Risk,3,流失高風險,0,0.0273,0,Low
C0424,89,4,51280,1,2055,12820,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0425,100,2,15351,0,2892,7676,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0426,101,2,153348,0,383,76674,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0427,74,7,27930,1,1107,3990,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0428,4,9,5245,0,2604,583,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0429,37,4,31789,0,450,7947,G8 Lost,3,流失高風險,0,0.0273,0,Low
C0430,20,2,14707,2,804,7354,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0431,21,7,55022,0,1660,7860,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0432,101,3,35723,1,2988,11908,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0433,97,2,16018,0,905,8009,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0434,53,10,69683,1,1174,6968,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0435,11,4,46987,0,2393,11747,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0436,50,10,13636,1,386,1364,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0437,13,10,21885,0,1003,2188,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0438,355,1,34956,1,968,34956,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0439,9,9,18864,0,1221,2096,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0440,53,4,19263,2,1733,4816,G8 Lost,0,穩定中段,0,0.4523,0,Medium
C0441,306,2,24977,0,688,12488,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0442,4,7,11544,1,1192,1649,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0443,62,4,5100,1,2753,1275,G7 Hibernating,0,穩定中段,0,0.0,0,Low
C0444,6,7,28779,0,2491,4111,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0445,192,1,6050,0,2870,6050,G8 Lost,1,沉睡客戶,1,0.8731,1,High
C0446,30,7,12147,0,2056,1735,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0447,16,9,7044,1,1759,783,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0448,9,7,7678,0,663,1097,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0449,33,8,32809,1,501,4101,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0450,63,3,20835,1,1630,6945,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0451,80,5,20315,1,1232,4063,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0452,277,0,9690,2,2368,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0453,152,1,15381,2,58,15381,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C0454,70,2,31682,0,2676,15841,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0455,286,1,23471,2,536,23471,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0456,146,2,43298,0,1202,21649,G8 Lost,3,流失高風險,0,0.0,0,Low
C0457,18,10,47837,0,1087,4784,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0458,201,3,20403,2,2775,6801,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0459,14,10,6657,1,2169,666,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0460,278,2,14333,0,136,7166,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0461,52,7,22734,0,2563,3248,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0462,3,10,14136,0,2039,1414,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0463,119,2,11635,1,232,5818,G7 Hibernating,0,穩定中段,1,0.8762,1,High
C0464,20,12,25561,0,2352,2130,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0465,166,3,133414,0,130,44471,G3 Big Spenders,3,流失高風險,0,0.2923,0,Low
C0466,3,14,17297,2,1292,1236,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0467,1,8,24295,0,511,3037,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0468,1,12,9716,1,62,810,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0469,350,1,58127,3,1691,58127,G3 Big Spenders,1,沉睡客戶,1,0.9742,1,High
C0470,194,0,44906,0,2070,0,G8 Lost,1,沉睡客戶,0,0.2923,0,Low
C0471,46,5,42788,0,1454,8558,G8 Lost,3,流失高風險,0,0.0,0,Low
C0472,103,4,63061,0,1047,15765,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0473,53,3,18049,0,1555,6016,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C0474,49,6,19699,1,480,3283,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0475,25,5,80573,0,178,16115,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0476,44,8,37908,0,496,4738,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0477,36,2,5149,0,191,2574,G8 Lost,0,穩定中段,0,0.0,0,Low
C0478,183,1,33469,1,2314,33469,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0479,12,10,16201,1,1837,1620,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0480,12,11,45648,0,586,4150,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0481,3,13,32394,1,1722,2492,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0482,294,3,7198,3,1467,2399,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0483,3,8,29383,0,360,3673,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0484,68,8,28210,0,2912,3526,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C0485,281,1,31396,2,2815,31396,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0486,5,7,36420,1,2283,5203,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0487,4,9,69368,0,2431,7708,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0488,141,2,32524,2,1655,16262,G8 Lost,1,沉睡客戶,0,0.4403,0,Medium
C0489,14,9,24736,0,2417,2748,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0490,32,4,54371,2,1598,13593,G3 Big Spenders,3,流失高風險,0,0.4523,0,Medium
C0491,28,3,116999,1,523,39000,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0492,57,4,46191,1,526,11548,G3 Big Spenders,3,流失高風險,0,0.0273,0,Low
C0493,231,0,28123,2,2566,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0494,103,6,32951,0,1355,5492,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0495,8,8,29121,0,2196,3640,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0496,275,0,24661,2,460,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
C0497,19,7,110815,1,1360,15831,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0498,32,11,14410,1,278,1310,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0499,159,2,54635,0,685,27318,G3 Big Spenders,3,流失高風險,0,0.2923,0,Low
C0500,24,9,22290,2,354,2477,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0501,53,9,8636,0,648,960,G2 Loyal,0,穩定中段,0,0.0273,0,Low
C0502,29,3,21337,0,1831,7112,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0503,9,6,16602,1,46,2767,G5 Potential Loyalists,0,穩定中段,0,0.0273,0,Low
C0504,1,5,36472,1,604,7294,G5 Potential Loyalists,3,流失高風險,0,0.0273,0,Low
C0505,70,5,25950,1,2082,5190,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0506,285,1,11903,0,473,11903,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0507,186,0,68166,1,1680,0,G3 Big Spenders,1,沉睡客戶,0,0.8706,1,High
C0508,41,4,52213,1,2605,13053,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0509,17,8,73883,0,2346,9235,G1 VIP(Champions),3,流失高風險,0,0.0,0,Low
C0510,28,6,28735,1,392,4789,G5 Potential Loyalists,3,流失高風險,0,0.0273,0,Low
C0511,187,1,23742,0,468,23742,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0512,1,8,39835,0,2125,4979,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0513,99,5,16249,0,1059,3250,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0514,183,1,26663,1,1268,26663,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0515,31,9,21526,0,1445,2392,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0516,19,6,8754,0,1749,1459,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0517,102,5,26615,3,1364,5323,G6 At Risk,3,流失高風險,0,0.4523,0,Medium
C0518,24,9,17878,0,99,1986,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0519,44,6,20542,0,310,3424,G8 Lost,0,穩定中段,0,0.0273,0,Low
C0520,93,3,31403,1,30,10468,G7 Hibernating,3,流失高風險,0,0.5553,1,Medium
C0521,19,11,59324,0,816,5393,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0522,87,4,393555,0,2457,98389,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0523,51,3,19234,1,2916,6411,G8 Lost,0,穩定中段,0,0.5553,1,Medium
C0524,46,8,14249,0,1442,1781,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0525,79,5,13614,2,110,2723,G6 At Risk,0,穩定中段,0,0.4523,0,Medium
C0526,1,2,16055,1,241,8028,G4 New/Promising,0,穩定中段,0,0.0,0,Low
C0527,160,3,21215,1,2450,7072,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0528,10,5,36685,1,1050,7337,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0529,15,9,30464,0,2648,3385,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0530,19,12,11617,0,1533,968,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0531,12,11,60229,1,2641,5475,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0532,27,8,47150,1,432,5894,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0533,16,11,12954,0,2578,1178,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0534,25,5,57347,0,1652,11469,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0535,29,6,30603,0,1329,5100,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0536,12,9,21818,0,1600,2424,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0537,44,8,31278,0,1001,3910,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0538,53,4,23908,2,1820,5977,G8 Lost,0,穩定中段,0,0.4523,0,Medium
C0539,70,6,35652,1,2316,5942,G6 At Risk,3,流失高風險,0,0.0,0,Low
C0540,10,6,27754,1,2436,4626,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0541,45,4,19222,0,2935,4806,G8 Lost,0,穩定中段,0,0.0,0,Low
C0542,62,6,5895,0,1255,982,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0543,2,5,35208,0,2313,7042,G5 Potential Loyalists,3,流失高風險,0,0.0,0,Low
C0544,201,2,18740,1,2669,9370,G8 Lost,1,沉睡客戶,1,0.8706,1,High
C0545,43,8,41964,0,82,5246,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0546,201,0,34104,1,1439,0,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0547,83,3,19085,0,2111,6362,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0548,58,11,49816,0,1387,4529,G6 At Risk,2,VIP 高頻高額,0,0.0,0,Low
C0549,231,2,28096,0,327,14048,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0550,27,12,27297,1,1977,2275,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0551,151,2,22100,0,1236,11050,G8 Lost,1,沉睡客戶,0,0.0,0,Low
C0552,36,9,79102,0,1864,8789,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0553,64,7,14775,2,34,2111,G6 At Risk,0,穩定中段,0,0.0,0,Low
C0554,111,5,19421,1,63,3884,G6 At Risk,0,穩定中段,0,0.0273,0,Low
C0555,27,8,10238,0,1820,1280,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0556,4,9,40486,2,2947,4498,G1 VIP(Champions),2,VIP 高頻高額,0,0.0,0,Low
C0557,11,10,16196,1,1929,1620,G2 Loyal,2,VIP 高頻高額,0,0.0,0,Low
C0558,30,5,17518,1,2829,3504,G8 Lost,0,穩定中段,0,0.0,0,Low
C0559,26,5,16952,0,2546,3390,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0560,37,12,25436,1,865,2120,G2 Loyal,2,VIP 高頻高額,0,0.0273,0,Low
C0561,59,0,10142,0,333,0,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0562,167,1,5063,0,1688,5063,G8 Lost,1,沉睡客戶,0,0.8731,1,High
C0563,48,3,33537,1,1872,11179,G8 Lost,3,流失高風險,0,0.5553,1,Medium
C0564,129,2,5544,0,2318,2772,G8 Lost,0,穩定中段,0,0.4785,0,Medium
C0565,167,0,44263,1,1577,0,G8 Lost,1,沉睡客戶,0,0.8706,1,High
C0566,253,3,72473,0,2763,24158,G3 Big Spenders,1,沉睡客戶,0,0.2923,0,Low
C0567,88,3,21699,0,2536,7233,G7 Hibernating,0,穩定中段,0,0.5553,1,Medium
C0568,23,3,60454,1,1770,20151,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0569,152,1,23933,0,1667,23933,G8 Lost,1,沉睡客戶,0,0.4785,0,Medium
C0570,38,3,74568,0,86,24856,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0571,117,5,17688,2,2349,3538,G6 At Risk,0,穩定中段,0,0.4523,0,Medium
C0572,7,10,4650,2,2051,465,G2 Loyal,0,穩定中段,0,0.0,0,Low
C0573,20,6,23019,0,2691,3836,G5 Potential Loyalists,0,穩定中段,0,0.0,0,Low
C0574,45,2,80465,0,306,40232,G3 Big Spenders,3,流失高風險,0,0.0,0,Low
C0575,26,11,35400,1,463,3218,G1 VIP(Champions),2,VIP 高頻高額,0,0.0273,0,Low
C0576,289,0,16971,1,2023,0,G8 Lost,1,沉睡客戶,1,0.9742,1,High
